datetime,open,high,low,close,volume
2021-01-13,90.90000,103,90.010002,96.36500,25159000
2021-01-14,103.5,137.98000,101,114.94000,20858700
2021-01-15,123.054001,127.24000,107,117,8310700
2021-01-19,117,117.67500,108,110.99000,3304900
2021-01-20,110,112,103.25,106.21000,5091400
2021-01-21,107.16000,109.90000,104.30000,108.97000,1735300
2021-01-22,107.19000,121,107.19000,119.95000,4343500
2021-01-25,117.11000,123.44900,108,112.70000,2660000
2021-01-26,113.84000,114,109.51000,110.080002,1287400
2021-01-27,105.74000,108.90000,100.80000,105.29000,2259300
2021-01-28,105,106.29000,97.20500,99.42000,2097400
2021-01-29,100,104.58400,97.60000,99.59000,1836300
2021-02-01,100,107.65000,99.62400,107.61000,1266000
2021-02-02,110,118.80000,110,113,1875600
2021-02-03,115.95100,115.99000,109.099998,110.95000,1451700
2021-02-04,110.059998,110.5,106.38000,108.77000,1692700
2021-02-05,108.83000,109.41300,101.25,103.45000,2932300
2021-02-08,109.46000,123.5,109,122.76000,3417400
2021-02-09,121.49000,144.89999,117.040001,131,4056800
2021-02-10,141.95000,146.89999,129,136.23000,2353000
2021-02-11,140,140.5,131.16000,139.99001,2285600
2021-02-12,129.64000,131.67000,123.010002,125.89000,4903500
2021-02-16,129.30000,129.30000,115,119.15000,5642300
2021-02-17,116.63000,117.5,110.80000,112.53000,2786700
2021-02-18,109.64000,109.95000,104.61000,105.55000,3589200
2021-02-19,110.29000,110.75,105,105.99000,2973900
2021-02-22,105.010002,105.72000,102,104.83000,2955600
2021-02-23,99.26000,102.35000,91.099998,102.010002,4105200
2021-02-24,99.28000,103.75,98.70500,102.49000,1894100
2021-02-25,99.93000,101,90,94.19500,5472000
2021-02-26,92.18000,97.82000,91.029999,93.059998,2596700
2021-03-01,95.5,96.35000,90.81000,91.44000,2913300
2021-03-02,92.70000,98.19000,91,91.80000,3733500
2021-03-03,91.65000,92.38000,83.93000,86.31000,6083900
2021-03-04,85,85.45000,77.099998,84.46000,5611100
2021-03-05,82.82500,83.040001,70.050003,81.14000,5385300
2021-03-08,80.084000,80.25,72.95000,74.31000,3771900
2021-03-09,77.25,81.18000,75.78000,79.66000,3712800
2021-03-10,82.70500,85.19000,78.30000,80.76000,2130900
2021-03-11,82.36000,83.5,80.25,81.25,2228900
2021-03-12,78,80.074997,76.010002,79.57000,2276800
2021-03-15,80,82.78000,79,81.35000,1885200
2021-03-16,82.22000,84.20000,79.5,80.80000,1609300
2021-03-17,78.99000,81.34000,76.77000,81.089996,1424700
2021-03-18,79.87000,80.47000,73.099998,74.39000,4230700
2021-03-19,74.15900,78.51000,71.51000,77.37000,3185200
2021-03-22,77.81000,83.46000,77.81000,81.99000,2158000
2021-03-23,81.22000,81.75,78.20000,78.87000,963800
2021-03-24,79.48000,79.80000,72.52000,72.63000,1555000
